Date,OPEN,HIGH,LOW,CLOSE
9/21/2009 0:00:00,3290.88,3312,3233.92,3245.44
9/22/2009 0:00:00,3205.76,3222.4,3136,3171.2
9/23/2009 0:00:00,3168.64,3216,3046.4,3215.36
9/24/2009 0:00:00,3199.36,3326.08,3175.68,3255.04
9/25/2009 0:00:00,3283.2,3322.24,3226.88,3260.16
9/28/2009 0:00:00,3260.8,3260.8,3145.6,3151.36
9/29/2009 0:00:00,3157.76,3175.68,3112.32,3132.8
9/30/2009 0:00:00,3136,3235.2,3116.8,3199.36
10/1/2009 0:00:00,3223.04,3351.04,3212.808,3350.4
10/2/2009 0:00:00,3403.52,3425.92,3283.2,3342.72
10/5/2009 0:00:00,3346.56,3351.68,3195.52,3222.4
10/6/2009 0:00:00,3191.04,3200,3066.24,3109.12
10/7/2009 0:00:00,3136.64,3139.2,3087.36,3093.768
10/8/2009 0:00:00,3066.88,3094.4,3046.4,3077.128
10/9/2009 0:00:00,3091.84,3093.76,3021.44,3028.48
10/12/2009 0:00:00,3007.36,3013.76,2908.8,2924.972
10/13/2009 0:00:00,2942.08,3026.56,2913.28,2926.08
10/14/2009 0:00:00,2878.72,2892.8,2825.6,2848.64
10/15/2009 0:00:00,2886.4,2892.8,2795.52,2796.8
10/16/2009 0:00:00,2828.8,2888.96,2812.8,2855.04
10/19/2009 0:00:00,2843.52,2847.36,2759.68,2778.24
10/20/2009 0:00:00,2775.04,2811.52,2741.12,2764.8
10/21/2009 0:00:00,2789.76,2821.12,2688,2816.64
10/22/2009 0:00:00,2805.76,2844.8,2686.72,2693.12
10/23/2009 0:00:00,2665.6,2735.36,2634.24,2708.48
10/26/2009 0:00:00,2686.08,2819.2,2636.8,2796.8
10/27/2009 0:00:00,2793.6,2824.32,2743.04,2763.52
10/28/2009 0:00:00,2782.72,2956.8,2774.4,2954.88
10/29/2009 0:00:00,2881.28,2903.616,2796.16,2804.48
10/30/2009 0:00:00,2840.96,3136,2805.12,3086.08
11/2/2009 0:00:00,3043.2,3194.24,2962.56,3117.44
11/3/2009 0:00:00,3166.72,3185.912,3072,3120.64
11/4/2009 0:00:00,3043.2,3119.36,2992,3095.04
11/5/2009 0:00:00,3034.24,3065.6,2928.64,2936.96
11/6/2009 0:00:00,2999.68,3002.24,2851.2,2856.32
11/9/2009 0:00:00,2802.56,2802.56,2678.4,2685.44
11/10/2009 0:00:00,2704.64,2720.64,2640.008,2718.08
11/11/2009 0:00:00,2671.992,2750.08,2631.68,2716.16
11/12/2009 0:00:00,2743.68,2833.92,2706.56,2799.36
11/13/2009 0:00:00,2816,2873.6,2757.12,2784
11/16/2009 0:00:00,2750.08,2763.52,2699.52,2739.456
11/17/2009 0:00:00,2777.6,2784,2676.6,2700.8
11/18/2009 0:00:00,2712.32,2725.76,2640,2645.12
11/19/2009 0:00:00,2682.88,2767.992,2668.8,2711.04
11/20/2009 0:00:00,2742.4,2749.44,2614.28,2639.36
11/23/2009 0:00:00,2574.4,2588.16,2473.6,2483.2
11/24/2009 0:00:00,2485.76,2542.08,2455.68,2458.24
11/25/2009 0:00:00,2437.76,2473.6,2401.28,2415.36
11/27/2009 0:00:00,2691.84,2697.6,2496,2567.68
11/30/2009 0:00:00,2551.68,2615.68,2538.24,2577.92
12/1/2009 0:00:00,2534.4,2542.08,2464,2482.56
12/2/2009 0:00:00,2479.36,2501.76,2432.64,2469.76
12/3/2009 0:00:00,2456.96,2525.92,2425.6,2520.96
12/4/2009 0:00:00,2426.24,2508.8,2407.04,2460.16
12/7/2009 0:00:00,2477.44,2489.6,2426.88,2439.68
12/8/2009 0:00:00,2489.6,2534.4,2470.4,2507.52
12/9/2009 0:00:00,2520.96,2531.84,2481.928,2492.8
12/10/2009 0:00:00,2464,2475.52,2439.68,2450.56
12/11/2009 0:00:00,2444.8,2464,2419.84,2438.08
12/14/2009 0:00:00,2419.2,2443.512,2387.2,2393.6
12/15/2009 0:00:00,2422.4,2422.4,2348.8,2356.48
12/16/2009 0:00:00,2346.24,2360.32,2253.44,2264.32
12/17/2009 0:00:00,2304,2316.16,2277.12,2294.4
12/18/2009 0:00:00,2273.92,2296.96,2248.32,2255.36
12/21/2009 0:00:00,2246.4,2252.8,2183.04,2184.32
12/22/2009 0:00:00,2164.48,2172.8,2124.8,2135.04
12/23/2009 0:00:00,2117.12,2129.28,2086.4,2104.32
12/24/2009 0:00:00,2103.68,2104.32,2058.24,2086.4
12/28/2009 0:00:00,2086.4,2108.8,2058.88,2087.04
12/29/2009 0:00:00,2086.4,2086.4,2050.56,2086.4
12/30/2009 0:00:00,2099.84,2135.68,2080,2123.52
12/31/2009 0:00:00,2119.68,2181.76,2097.92,2180.48
1/4/2010 0:00:00,2126.08,2127.36,2088.96,2093.44
1/5/2010 0:00:00,2096.64,2099.2,2049.92,2053.76
1/6/2010 0:00:00,2048,2054.4,1984.64,1996.8
1/7/2010 0:00:00,1996.8,2004.472,1940.48,1940.48
1/8/2010 0:00:00,1958.4,1961.664,1888,1889.28
1/11/2010 0:00:00,1875.2,1891.2,1850.24,1854.72
1/12/2010 0:00:00,1898.88,1959.68,1877.76,1912.96
1/13/2010 0:00:00,1907.2,1944.32,1860.488,1886.08
1/14/2010 0:00:00,1893.12,1904,1830.4,1840
1/15/2010 0:00:00,1856.64,1922.56,1841.928,1888.64
1/19/2010 0:00:00,1897.6,1898.88,1772.8,1780.48
1/20/2010 0:00:00,1820.16,1872.64,1777.28,1779.84
1/21/2010 0:00:00,1779.2,1886.72,1746.56,1876.48
1/22/2010 0:00:00,1904,2064,1874.56,2040.96
1/25/2010 0:00:00,1978.24,2050.56,1961.6,2021.76
1/26/2010 0:00:00,2046.08,2049.28,1954.56,2030.08
1/27/2010 0:00:00,2033.92,2095.36,1984,1984
1/28/2010 0:00:00,1958.4,2046.72,1952,1985.28
1/29/2010 0:00:00,1953.28,2059.5,1927.68,2024.96
2/1/2010 0:00:00,1986.56,1987.84,1923.84,1930.24
2/2/2010 0:00:00,1913.6,1920,1843.84,1857.28
2/3/2010 0:00:00,1880.96,1881.6,1830.4,1864.32
2/4/2010 0:00:00,1904,2074.24,1904,2071.04
2/5/2010 0:00:00,2042.88,2204.152,2011.52,2089.6
2/8/2010 0:00:00,2090.24,2140.16,2055.04,2131.84
2/9/2010 0:00:00,2082.56,2130.432,2026.248,2067.2
2/10/2010 0:00:00,2075.52,2142.072,2040.32,2053.76
2/11/2010 0:00:00,2073.6,2117.12,1992.96,2009.6
2/12/2010 0:00:00,2096,2112,2004.48,2011.52
2/16/2010 0:00:00,1968,1971.84,1896.32,1908.48
2/17/2010 0:00:00,1892.48,1898.24,1852.16,1852.16
2/18/2010 0:00:00,1868.8,1868.8,1767.68,1781.76
2/19/2010 0:00:00,1807.36,1807.36,1728,1731.2
2/22/2010 0:00:00,1713.28,1758.08,1690.88,1716.48
2/23/2010 0:00:00,1727.36,1796.48,1706.88,1745.92
2/24/2010 0:00:00,1740.16,1751.68,1702.4,1715.2
2/25/2010 0:00:00,1768.32,1806.08,1711.36,1711.36
2/26/2010 0:00:00,1705.6,1724.16,1670.4,1682.56
3/1/2010 0:00:00,1664,1665.28,1632,1640.96
3/2/2010 0:00:00,1626.88,1639.68,1607.04,1622.4
3/3/2010 0:00:00,1615.36,1627.52,1595.52,1616
3/4/2010 0:00:00,1617.28,1626.88,1595.36,1600.64
3/5/2010 0:00:00,1588.48,1600,1521.28,1536.64
3/8/2010 0:00:00,1534.08,1534.08,1486.08,1507.2
3/9/2010 0:00:00,1528.32,1548.16,1491.84,1522.56
3/10/2010 0:00:00,1518.08,1529.6,1483.52,1528.96
3/11/2010 0:00:00,1541.12,1565.44,1532.8,1541.12
3/12/2010 0:00:00,1520,1555.2,1509.76,1526.4
3/15/2010 0:00:00,1536.64,1555.84,1521.28,1529.6
3/16/2010 0:00:00,1525.12,1525.12,1473.28,1482.88
3/17/2010 0:00:00,1472,1476.48,1413.76,1432.96
3/18/2010 0:00:00,1432.32,1433.6,1406.08,1413.12
3/19/2010 0:00:00,1408.64,1453.44,1393.92,1429.888
3/22/2010 0:00:00,1463.68,1470.72,1399.04,1403.52
3/23/2010 0:00:00,1399.68,1416.32,1375.36,1376.64
3/24/2010 0:00:00,1399.68,1429.128,1389.44,1411.84
3/25/2010 0:00:00,1392,1428.48,1361.28,1427.84
3/26/2010 0:00:00,1422.08,1438.72,1395.2,1407.36
3/29/2010 0:00:00,1392.64,1402.56,1375.296,1381.12
3/30/2010 0:00:00,1392,1397.12,1361.28,1362.56
3/31/2010 0:00:00,1379.2,1382.4,1344.64,1344.64
4/1/2010 0:00:00,1327.36,1360,1296.64,1345.28
4/5/2010 0:00:00,1327.36,1338.888,1292.16,1294.08
4/6/2010 0:00:00,1304.32,1312,1248,1252.48
4/7/2010 0:00:00,1260.8,1294.72,1246.08,1280
4/8/2010 0:00:00,1288.32,1321.6,1256.96,1262.08
4/9/2010 0:00:00,1255.68,1265.92,1244.8,1251.2
4/12/2010 0:00:00,1248.64,1255.04,1233.28,1248
4/13/2010 0:00:00,1253.12,1280,1243.52,1260.8
4/14/2010 0:00:00,1242.88,1246.72,1219.84,1225.6
4/15/2010 0:00:00,1227.52,1233.92,1199.36,1219.84
4/16/2010 0:00:00,1233.28,1329.92,1224,1278.08
4/19/2010 0:00:00,1296,1309.44,1235.84,1240.96
4/20/2010 0:00:00,1224.32,1232.64,1166.08,1169.28
4/21/2010 0:00:00,1178.24,1212.8,1141.76,1189.76
4/22/2010 0:00:00,1215.36,1241.6,1176.328,1180.16
4/23/2010 0:00:00,1180.8,1196.16,1161.6,1175.68
4/26/2010 0:00:00,1178.24,1199.36,1164.8,1194.24
4/27/2010 0:00:00,1214.72,1318.4,1195.52,1311.872
4/28/2010 0:00:00,1285.76,1340.8,1270.4,1304.96
4/29/2010 0:00:00,1280,1285.76,1234.56,1253.12
4/30/2010 0:00:00,1258.24,1358.08,1246.72,1357.44
5/3/2010 0:00:00,1328.64,1329.92,1290.88,1301.12
5/4/2010 0:00:00,1349.12,1453.44,1345.28,1431.68
5/5/2010 0:00:00,1502.72,1559.04,1435.52,1493.632
5/6/2010 0:00:00,1536.64,2018.56,1493.12,1671.936
5/7/2010 0:00:00,1715.84,2001.28,1696,1872
5/10/2010 0:00:00,1573.12,1657.6,1505.28,1605.12
5/11/2010 0:00:00,1690.24,1702.4,1573.12,1640.32
5/12/2010 0:00:00,1607.04,1612.8,1531.52,1540.864
5/13/2010 0:00:00,1559.04,1593.6,1513.6,1582.4
5/14/2010 0:00:00,1641.6,1792,1624.32,1719.04
5/17/2010 0:00:00,1699.84,1856,1692.8,1758.72
5/18/2010 0:00:00,1679.36,1875.2,1632,1864.32
5/19/2010 0:00:00,1907.84,2000,1836.8,1910.4
5/20/2010 0:00:00,2055.04,2240,2048,2180.48
5/21/2010 0:00:00,2287.36,2318.08,2059.52,2131.84
5/24/2010 0:00:00,2137.6,2164.48,2048,2119.68
5/25/2010 0:00:00,2302.72,2310.4,2025.6,2026.24
5/26/2010 0:00:00,1939.2,2004.48,1856,1985.92
5/27/2010 0:00:00,1856,1877.12,1807.36,1813.12
5/28/2010 0:00:00,1797.12,1874.56,1795.2,1829.12
6/1/2010 0:00:00,1916.16,1932.8,1838.08,1932.16
6/2/2010 0:00:00,1923.2,1948.16,1843.2,1847.68
6/3/2010 0:00:00,1824,1859.2,1796.544,1817.6
6/4/2010 0:00:00,1944.32,2016,1883.52,2002.56
6/7/2010 0:00:00,1959.04,2077.44,1948.8,2065.28
6/8/2010 0:00:00,2041.6,2102.4,1990.4,1992.896
6/9/2010 0:00:00,1960.32,2022.4,1891.2,1995.52
6/10/2010 0:00:00,1925.76,1943.04,1882.88,1892.48
6/11/2010 0:00:00,1927.04,1930.88,1840,1846.56
6/14/2010 0:00:00,1793.28,1820.8,1752.96,1819.52
6/15/2010 0:00:00,1790.08,1792,1706.24,1708.8
6/16/2010 0:00:00,1728,1729.28,1667.84,1681.024
6/17/2010 0:00:00,1659.52,1711.36,1632,1633.28
6/18/2010 0:00:00,1635.2,1648,1576.96,1604.48
6/21/2010 0:00:00,1548.16,1643.52,1537.92,1630.72
6/22/2010 0:00:00,1626.24,1708.8,1617.28,1695.36
6/23/2010 0:00:00,1694.72,1775.872,1676.8,1709.44
6/24/2010 0:00:00,1738.88,1839.36,1720.96,1814.4
6/25/2010 0:00:00,1798.4,1840,1769.024,1774.08
6/28/2010 0:00:00,1762.56,1820.8,1756.16,1803.52
6/29/2010 0:00:00,1905.28,2005.76,1894.4,1970.56
6/30/2010 0:00:00,1971.84,2015.36,1896.32,1996.8
7/1/2010 0:00:00,1979.52,2108.16,1962.24,1977.6
7/2/2010 0:00:00,1944.96,1974.4,1900.8,1919.36
7/6/2010 0:00:00,1820.8,1888,1768.32,1836.8
7/7/2010 0:00:00,1813.12,1816.96,1713.28,1721.6
7/8/2010 0:00:00,1677.44,1713.28,1657.6,1679.36
7/9/2010 0:00:00,1685.12,1694.72,1633.28,1635.2
7/12/2010 0:00:00,1642.88,1662.08,1601.92,1615.36
7/13/2010 0:00:00,1585.92,1600,1559.68,1600
7/14/2010 0:00:00,1618.56,1683.2,1616,1659.52
7/15/2010 0:00:00,1662.72,1744,1637.12,1644.8
7/16/2010 0:00:00,1693.44,1782.4,1669.76,1751.68
7/19/2010 0:00:00,1730.56,1747.84,1686.4,1697.92
7/20/2010 0:00:00,1756.16,1760.64,1603.2,1610.88
7/21/2010 0:00:00,1592.96,1663.36,1574.4,1625.6
7/22/2010 0:00:00,1591.68,1592.32,1514.88,1540.48
7/23/2010 0:00:00,1548.8,1570.56,1504,1513.6
7/26/2010 0:00:00,1513.6,1520.64,1450.88,1460.48
7/27/2010 0:00:00,1425.92,1475.84,1418.88,1448.96
7/28/2010 0:00:00,1488,1496.96,1447.04,1463.68
7/29/2010 0:00:00,1442.56,1502.72,1414.4,1461.12
7/30/2010 0:00:00,1507.2,1516.16,1434.88,1444.48
8/2/2010 0:00:00,1407.36,1414.4,1358.08,1358.72
8/3/2010 0:00:00,1373.44,1402.24,1363.2,1377.92
8/4/2010 0:00:00,1368.96,1384.32,1353.6,1378.56
8/5/2010 0:00:00,1393.28,1398.4,1367.04,1382.4
8/6/2010 0:00:00,1415.68,1440,1369.6,1369.6
8/9/2010 0:00:00,1360.64,1376,1344.64,1349.12
8/10/2010 0:00:00,1390.08,1402.24,1344.64,1363.2
8/11/2010 0:00:00,1420.8,1462.4,1418.88,1461.696
8/12/2010 0:00:00,1512.32,1523.2,1464.32,1481.6
8/13/2010 0:00:00,1495.68,1528.96,1480.32,1521.92
8/16/2010 0:00:00,1538.56,1542.4,1489.92,1511.04
8/17/2010 0:00:00,1461.76,1472.64,1435.52,1450.88
8/18/2010 0:00:00,1445.76,1457.28,1411.2,1422.08
8/19/2010 0:00:00,1436.8,1505.28,1420.8,1484.8
8/20/2010 0:00:00,1495.68,1509.76,1457.28,1461.76
8/23/2010 0:00:00,1443.2,1448.32,1417.6,1443.84
8/24/2010 0:00:00,1493.12,1534.72,1463.712,1488
8/25/2010 0:00:00,1516.8,1527.68,1441.92,1451.04
8/26/2010 0:00:00,1432.96,1487.36,1418.88,1465.6
8/27/2010 0:00:00,1440,1486.72,1376,1376
8/30/2010 0:00:00,1381.12,1423.36,1360.64,1419.52
8/31/2010 0:00:00,1424,1442.56,1388.16,1405.44
9/1/2010 0:00:00,1357.44,1368.32,1315.2,1320.32
9/2/2010 0:00:00,1312.64,1320.32,1280.64,1283.2
9/3/2010 0:00:00,1244.16,1253.76,1219.2,1221.12
9/7/2010 0:00:00,1248.64,1265.92,1230.08,1254.4
9/8/2010 0:00:00,1246.72,1251.84,1222.4,1232
9/9/2010 0:00:00,1200.64,1212.16,1185.92,1212.16
9/10/2010 0:00:00,1202.56,1208.96,1184,1186.56
9/13/2010 0:00:00,1160.32,1161.6,1121.28,1125.12
9/14/2010 0:00:00,1133.44,1141.76,1112.32,1124.48
9/15/2010 0:00:00,1138.56,1145.6,1102.72,1107.84
9/16/2010 0:00:00,1113.6,1131.52,1104.64,1112.32
9/17/2010 0:00:00,1100.8,1121.28,1095.04,1098.24
9/20/2010 0:00:00,1089.92,1098.88,1068.232,1070.72
9/21/2010 0:00:00,1070.08,1083.52,1052.8,1074.56
9/22/2010 0:00:00,1083.52,1102.08,1061.12,1091.84
9/23/2010 0:00:00,1120.64,1134.08,1094.4,1127.68
9/24/2010 0:00:00,1096.96,1096.96,1063.04,1064.32
9/27/2010 0:00:00,1063.04,1072.64,1052.16,1072
9/28/2010 0:00:00,1064.32,1100.16,1058.56,1062.4
9/29/2010 0:00:00,1077.12,1090.56,1064.96,1083.52
9/30/2010 0:00:00,1073.28,1120,1062.4,1106.56
10/1/2010 0:00:00,1086.72,1114.24,1086.72,1090.56
10/4/2010 0:00:00,1099.52,1119.36,1087.36,1111.68
10/5/2010 0:00:00,1086.72,1092.48,1044.48,1051.84
10/6/2010 0:00:00,1045.76,1060.48,1036.8,1039.36
10/7/2010 0:00:00,1031.68,1058.56,1024,1032.96
10/8/2010 0:00:00,1037.44,1038.08,984.32,985.6
10/11/2010 0:00:00,980.48,981.76,963.84,967.04
10/12/2010 0:00:00,978.56,992,924.16,928
10/13/2010 0:00:00,913.28,923.52,896,908.8
10/14/2010 0:00:00,917.12,961.28,913.28,940.8
10/15/2010 0:00:00,924.16,970.24,921.6,922.56
